name,raw_name,specialty,norm_name,norm_specialty,source
"ד""ר רחמימוב נמרוד",רחמימוב נמרוד,,נמרוד רחמימוב,,IMA
פרופ רוט דוד,רוט דוד,"מומחה בקרדיולוגיה, מומחה ברפואה פנימית",דוד רוט,בקרדיולוגיה מומחה ברפואה פנימית,IMA
פרופ רוט דוד,רוט דוד,,דוד רוט,,IMA
"ד""ר בר-הלפרן אשר",בר-הלפרן אשר,מומחה בפסיכיאטריה,אשר בר-הלפרן,בפסיכיאטריה,IMA
"ד""ר בר-הלפרן אשר",בר-הלפרן אשר,,אשר בר-הלפרן,,IMA
"ד""ר בן-ברוך נעהמומחית באונקולוגיה",בן-ברוך נעהמומחית באונקולוגיה,,באונקולוגיה נעהמומחית בן-ברוך,,IMA
"ד""ר בן-ברוך נעה",בן-ברוך נעה,,נעה בן-ברוך,,IMA
"ד""ר סאבין הלל",סאבין הלל,"מומחה בראומטולוגיה, מומחה ברפואה פנימית",הלל סאבין,בראומטולוגיה מומחה ברפואה פנימית,IMA
"ד""ר סאבין הלל",סאבין הלל,,הלל סאבין,,IMA
פרופ ביבי חיים,ביבי חיים,"מומחה בטיפול נמרץ ילדים, מומחה במחלות ריאה ילדים, מומחה ברפואת ילדים",חיים ביבי,בטיפול נמרץ ילדים מומחה במחלות ריאה ילדים מומחה ברפואת ילדים,IMA
פרופ ביבי חיים,ביבי חיים,,חיים ביבי,,IMA
"ד""ר שביט ערן",שביט ערן,מומחה במחלות עור ומין,ערן שביט,במחלות עור ומין,IMA
"ד""ר שביט ערן",שביט ערן,,ערן שביט,,IMA
"ד""ר ברנשטיין מקסים",ברנשטיין מקסים,מומחה ברפואה פנימית,מקסים ברנשטיין,ברפואה פנימית,IMA
"ד""ר ברנשטיין מקסים",ברנשטיין מקסים,,מקסים ברנשטיין,,IMA
"ד""ר גליק בנימין",גליק בנימין,"מומחה בנוירו ילדים והתפתחות הילד, מומחה בנוירולוגית ילדים, מומחה ברפואת ילדים",בנימין גליק,בנוירו ילדים והתפתחות הילד מומחה בנוירולוגית ילדים מומחה ברפואת ילדים,IMA
"ד""ר גליק בנימין",גליק בנימין,,בנימין גליק,,IMA
"ד""ר יניב יונהמומחית בכירורגיה של היד, מומחית בכירורגיה אורתופדית","יניב יונהמומחית בכירורגיה של היד, מומחית בכירורגיה אורתופדית",,"אורתופדית בכירורגיה מומחית היד, של בכירורגיה יונהמומחית יניב",,IMA
"ד""ר יניב יונה",יניב יונה,,יונה יניב,,IMA
"ד""ר הופמן יאיר",הופמן יאיר,"מומחה בטיפול נמרץ ילדים, מומחה ברפואת ילדים",יאיר הופמן,בטיפול נמרץ ילדים מומחה ברפואת ילדים,IMA
"ד""ר הופמן יאיר",הופמן יאיר,,יאיר הופמן,,IMA
"ד""ר כרמלי יוליהמומחית בטיפול נמרץ כללי, מומחית בהרדמה","כרמלי יוליהמומחית בטיפול נמרץ כללי, מומחית בהרדמה",,"בהרדמה מומחית כללי, נמרץ בטיפול יוליהמומחית כרמלי",,IMA
"ד""ר כרמלי יוליה",כרמלי יוליה,,יוליה כרמלי,,IMA
פרופ חבוט-וילנר זוהרמומחית במחלות עיניים,חבוט-וילנר זוהרמומחית במחלות עיניים,,עיניים במחלות זוהרמומחית חבוט-וילנר,,IMA
פרופ חבוט-וילנר זוהר,חבוט-וילנר זוהר,,זוהר חבוט-וילנר,,IMA
"ד""ר ורדי משה",ורדי משה,"מומחה בפסיכיאטריה של הילד ומתבגר, מומחה בפסיכיאטריה",משה ורדי,בפסיכיאטריה של הילד ומתבגר מומחה בפסיכיאטריה,IMA
"ד""ר ורדי משה",ורדי משה,,משה ורדי,,IMA
"ד""ר ישראל צבי",ישראל צבי,מומחה בנוירוכירורגיה,צבי ישראל,בנוירוכירורגיה,IMA
"ד""ר ישראל צבי",ישראל צבי,,צבי ישראל,,IMA
"ד""ר סולומון חננאל",סולומון חננאל,מומחה בכירורגיה אורתופדית,חננאל סולומון,בכירורגיה אורתופדית,IMA
"ד""ר סולומון חננאל",סולומון חננאל,,חננאל סולומון,,IMA
"ד""ר פורבין מור",פורבין מור,מומחה בפסיכיאטריה,מור פורבין,בפסיכיאטריה,IMA
"ד""ר פורבין מור",פורבין מור,,מור פורבין,,IMA
פרופ יצחיאק אייל,יצחיאק אייל,מומחה בנוירוכירורגיה,אייל יצחיאק,בנוירוכירורגיה,IMA
פרופ יצחיאק אייל,יצחיאק אייל,,אייל יצחיאק,,IMA
"ד""ר ישר תמרמומחית ברפואה לשיכוך כאב, מומחית בהרדמה","ישר תמרמומחית ברפואה לשיכוך כאב, מומחית בהרדמה",,"בהרדמה מומחית כאב, לשיכוך ברפואה תמרמומחית ישר",,IMA
"ד""ר ישר תמר",ישר תמר,,תמר ישר,,IMA
"ד""ר מושקוביץ בעז",מושקוביץ בעז,מומחה בכירורגיה אורולוגית,בעז מושקוביץ,בכירורגיה אורולוגית,IMA
"ד""ר מושקוביץ בעז",מושקוביץ בעז,,בעז מושקוביץ,,IMA
"ד""ר גוטלויב ליאור",גוטלויב ליאור,מומחה ברפואה פנימית,ליאור גוטלויב,ברפואה פנימית,IMA
"ד""ר גוטלויב ליאור",גוטלויב ליאור,,ליאור גוטלויב,,IMA
"ד""ר אולשה מירבמומחית במחלות א.א.ג וכירורגיה של ראש וצוואר",אולשה מירבמומחית במחלות א.א.ג וכירורגיה של ראש וצוואר,,וצוואר ראש של וכירורגיה א.א.ג במחלות מירבמומחית אולשה,,IMA
"ד""ר אולשה מירב",אולשה מירב,,מירב אולשה,,IMA
"ד""ר שוויקי אפנאןמומחית בפסיכיאטריה",שוויקי אפנאןמומחית בפסיכיאטריה,,בפסיכיאטריה אפנאןמומחית שוויקי,,IMA
"ד""ר שוויקי אפנאן",שוויקי אפנאן,,אפנאן שוויקי,,IMA
"ד""ר הראל רן",הראל רן,מומחה בנוירוכירורגיה,רן הראל,בנוירוכירורגיה,IMA
"ד""ר הראל רן",הראל רן,,רן הראל,,IMA
"ד""ר קרלין דניאל",קרלין דניאל,מומחה בכירורגיה אורתופדית,דניאל קרלין,בכירורגיה אורתופדית,IMA
"ד""ר קרלין דניאל",קרלין דניאל,,דניאל קרלין,,IMA
"ד""ר שפירא רבקהמומחית בגסטרואנטרולוגית ילדים, מומחית ברפואת ילדים","שפירא רבקהמומחית בגסטרואנטרולוגית ילדים, מומחית ברפואת ילדים",,"ילדים ברפואת מומחית ילדים, בגסטרואנטרולוגית רבקהמומחית שפירא",,IMA
"ד""ר שפירא רבקה",שפירא רבקה,,רבקה שפירא,,IMA
"ד""ר רומנו שבתאי",רומנו שבתאי,מומחה ביילוד וגינקולוגיה,שבתאי רומנו,ביילוד וגינקולוגיה,IMA
"ד""ר רומנו שבתאי",רומנו שבתאי,,שבתאי רומנו,,IMA
פרופ פרלמן שרוןמומחית ביילוד וגינקולוגיה,פרלמן שרוןמומחית ביילוד וגינקולוגיה,,וגינקולוגיה ביילוד שרוןמומחית פרלמן,,IMA
פרופ פרלמן שרון,פרלמן שרון,,שרון פרלמן,,IMA
"ד""ר רובינראוט אסתרמומחית בכירורגיה של היד, מומחית בכירורגיה אורתופדית","רובינראוט אסתרמומחית בכירורגיה של היד, מומחית בכירורגיה אורתופדית",,"אורתופדית בכירורגיה מומחית היד, של בכירורגיה אסתרמומחית רובינראוט",,IMA
"ד""ר רובינראוט אסתר",רובינראוט אסתר,,אסתר רובינראוט,,IMA
"ד""ר רפמן אדוארד",רפמן אדוארד,מומחה ברפואה פנימית,אדוארד רפמן,ברפואה פנימית,IMA
"ד""ר רפמן אדוארד",רפמן אדוארד,,אדוארד רפמן,,IMA
"ד""ר הוברט אילהמומחית באונקולוגיה",הוברט אילהמומחית באונקולוגיה,,באונקולוגיה אילהמומחית הוברט,,IMA
"ד""ר הוברט אילה",הוברט אילה,,אילה הוברט,,IMA
"ד""ר מוראד מוחמד",מוראד מוחמד,מומחה ברפואת משפחה,מוחמד מוראד,ברפואת משפחה,IMA
"ד""ר מוראד מוחמד",מוראד מוחמד,,מוחמד מוראד,,IMA
"ד""ר זיסמן עידן",זיסמן עידן,מומחה ביילוד וגינקולוגיה,עידן זיסמן,ביילוד וגינקולוגיה,IMA
"ד""ר זיסמן עידן",זיסמן עידן,,עידן זיסמן,,IMA
"ד""ר עבדל-רחמן נאדר",עבדל-רחמן נאדר,"מומחה במחלות ריאה, מומחה ברפואה פנימית",נאדר עבדל-רחמן,במחלות ריאה מומחה ברפואה פנימית,IMA
"ד""ר עבדל-רחמן נאדר",עבדל-רחמן נאדר,,נאדר עבדל-רחמן,,IMA
"ד""ר רורליך מונל",רורליך מונל,מומחה ברפואה תעסוקתית,מונל רורליך,ברפואה תעסוקתית,IMA
"ד""ר רורליך מונל",רורליך מונל,,מונל רורליך,,IMA
"ד""ר שחר איל",שחר איל,"מומחה בגסטרואנטרולוגיה, מומחה ברפואה פנימית",איל שחר,בגסטרואנטרולוגיה מומחה ברפואה פנימית,IMA
"ד""ר שחר איל",שחר איל,,איל שחר,,IMA
פרופ שושן אשר,שושן אשר,מומחה ביילוד וגינקולוגיה,אשר שושן,ביילוד וגינקולוגיה,IMA
פרופ שושן אשר,שושן אשר,,אשר שושן,,IMA
"ד""ר שלבי ראפע",שלבי ראפע,"מומחה בגסטרואנטרולוגיה, מומחה ברפואה פנימית",ראפע שלבי,בגסטרואנטרולוגיה מומחה ברפואה פנימית,IMA
"ד""ר שלבי ראפע",שלבי ראפע,,ראפע שלבי,,IMA
"ד""ר אטלס אילן",אטלס אילן,מומחה ביילוד וגינקולוגיה,אילן אטלס,ביילוד וגינקולוגיה,IMA
"ד""ר אטלס אילן",אטלס אילן,,אילן אטלס,,IMA
"ד""ר לוי עפר",לוי עפר,מומחה בכירורגיה אורתופדית,עפר לוי,בכירורגיה אורתופדית,IMA
"ד""ר לוי עפר",לוי עפר,,עפר לוי,,IMA
"ד""ר לוי נועהמומחית בכירורגיה כללית",לוי נועהמומחית בכירורגיה כללית,,כללית בכירורגיה נועהמומחית לוי,,IMA
"ד""ר לוי נועה",לוי נועה,,נועה לוי,,IMA
"ד""ר דנינו יהושע",דנינו יהושע,מומחה במחלות א.א.ג וכירורגיה של ראש וצוואר,יהושע נינו,במחלות א.א.ג וכירורגיה של ראש וצוואר,IMA
"ד""ר דנינו יהושע",דנינו יהושע,,יהושע נינו,,IMA
"ד""ר אסלנוב פרבשטיין אלון",אסלנוב פרבשטיין אלון,מומחה בפסיכיאטריה,אלון פרבשטיין אסלנוב,בפסיכיאטריה,IMA
"ד""ר אסלנוב פרבשטיין אלון",אסלנוב פרבשטיין אלון,,אלון פרבשטיין אסלנוב,,IMA
פרופ גרונוביץ יואב,גרונוביץ יואב,מומחה בכירורגיה פלסטית ואסתטית,יואב גרונוביץ,בכירורגיה פלסטית ואסתטית,IMA
פרופ גרונוביץ יואב,גרונוביץ יואב,,יואב גרונוביץ,,IMA
פרופ קוניקוף פרד-מאיר,קוניקוף פרד-מאיר,"מומחה בגסטרואנטרולוגיה, מומחה ברפואה פנימית",פרד-מאיר קוניקוף,בגסטרואנטרולוגיה מומחה ברפואה פנימית,IMA
פרופ קוניקוף פרד-מאיר,קוניקוף פרד-מאיר,,פרד-מאיר קוניקוף,,IMA
"ד""ר קליינמן ניר",קליינמן ניר,מומחה בכירורגיה אורולוגית,ניר קליינמן,בכירורגיה אורולוגית,IMA
"ד""ר קליינמן ניר",קליינמן ניר,,ניר קליינמן,,IMA
"ד""ר עילם משה",עילם משה,מומחה במחלות א.א.ג וכירורגיה של ראש וצוואר,משה עילם,במחלות א.א.ג וכירורגיה של ראש וצוואר,IMA
"ד""ר עילם משה",עילם משה,,משה עילם,,IMA
"ד""ר פודחרני אדוארדו",פודחרני אדוארדו,מומחה בנפרולוגיה,אדוארדו פודחרני,בנפרולוגיה,IMA
"ד""ר פודחרני אדוארדו",פודחרני אדוארדו,,אדוארדו פודחרני,,IMA
"ד""ר כהן יעקב",כהן יעקב,מומחה במחלות א.א.ג וכירורגיה של ראש וצוואר,יעקב כהן,במחלות א.א.ג וכירורגיה של ראש וצוואר,IMA
"ד""ר כהן יעקב",כהן יעקב,,יעקב כהן,,IMA
פרופ להב מאיר,להב מאיר,"מומחה בהמטולוגיה, מומחה ברפואה פנימית",מאיר להב,בהמטולוגיה מומחה ברפואה פנימית,IMA
פרופ להב מאיר,להב מאיר,,מאיר להב,,IMA
"ד""ר קורובוצ'קה רומן",קורובוצ'קה רומן,מומחה ביילוד וגינקולוגיה,רומן קורובוצ'קה,ביילוד וגינקולוגיה,IMA
"ד""ר קורובוצ'קה רומן",קורובוצ'קה רומן,,רומן קורובוצ'קה,,IMA
"ד""ר הורוביץ בז יוספהמומחית במחלות עיניים",הורוביץ בז יוספהמומחית במחלות עיניים,,עיניים במחלות יוספהמומחית בז הורוביץ,,IMA
"ד""ר הורוביץ בז יוספה",הורוביץ בז יוספה,,יוספה בז הורוביץ,,IMA
