moh_name,ima_name,norm_name,moh_specialty,ima_specialty,confidence,name_match,specialty_match,moh_idx,ima_idx
אליצור ארנון,אליצור ארנון,ארנון אליצור,מחלות ריאה ילדים,"מומחה באימונולוגיה ואלרגולוגיה, מומחה במחלות ריאה ילדים, מומחה ברפואת ילדים",1.0,True,False,8759,3560
ברז יאיר,ברז יאיר,יאיר ברז,כירורגיה אורולוגית,מומחה בכירורגיה אורולוגית,1.0,True,False,8786,2942
בן כנען רן,בן כנען רן,רן כנען בן,מחלות עיניים,מומחה במחלות עיניים,1.0,True,False,8897,4624
אבבה קמפינו גדי,אבבה קמפינו גדי,גדי קמפינו אבבה,הימטואונקולוגיה ילדים,"מומחה בהמטו אונקולוגית ילדים, מומחה ברפואת ילדים",1.0,True,False,8938,5420
טל יובל,טל יובל,יובל טל,רפואה פנימית,"מומחה באימונולוגיה ואלרגולוגיה, מומחה ברפואה פנימית",1.0,True,False,8959,5464
קונס שי,קונס שי,שי קונס,פסיכיאטריה,מומחה בפסיכיאטריה,1.0,True,False,8962,755
יטיב ניר,יטיב ניר,ניר יטיב,רפואת ילדים,מומחה ברפואת ילדים,1.0,True,False,8986,2623
עטיה משה,עטיה משה,משה עטיה,נוירוכירורגיה,מומחה בנוירוכירורגיה,1.0,True,False,8997,1718
ברוק נתן,ברוק נתן,נתן ברוק,כירורגיה אורתופדית,מומחה בכירורגיה אורתופדית,1.0,True,False,9006,4445
בן-הרוש אבי,בן-הרוש אבי,אבי בן-הרוש,יילוד וגינקולוגיה,מומחה ביילוד וגינקולוגיה,1.0,True,False,9023,1028
קליין יובל,קליין יובל,יובל קליין,כירורגיה פלסטית ואסתטית,מומחה בכירורגיה פלסטית ואסתטית,1.0,True,False,9041,100
כמין רם,כמין רם,רם כמין,פסיכיאטריה,מומחה בפסיכיאטריה,1.0,True,False,9043,3112
ואקנין צבי,ואקנין צבי,צבי ואקנין,יילוד וגינקולוגיה,מומחה ביילוד וגינקולוגיה,1.0,True,False,9062,4340
שרעבי אמיר,שרעבי אמיר,אמיר שרעבי,רפואה פנימית,"מומחה בראומטולוגיה, מומחה ברפואה פנימית",1.0,True,False,9084,5947
אליצור יאיר,אליצור יאיר,יאיר אליצור,רפואה פנימית,"מומחה בקרדיולוגיה, מומחה ברפואה פנימית",1.0,True,False,9152,2874
בראל אריק,בראל אריק,אריק בראל,כירורגיה פלסטית ואסתטית,מומחה בכירורגיה פלסטית ואסתטית,1.0,True,False,9159,1389
גניזי יעקב,גניזי יעקב,יעקב גניזי,רפואת ילדים,"מומחה בנוירו ילדים והתפתחות הילד, מומחה בנוירולוגית ילדים, מומחה ברפואת ילדים",1.0,True,False,9183,2192
לבון אופיר,לבון אופיר,אופיר לבון,רפואה פנימית,"מומחה בפרמקולוגיה קלינית, מומחה ברפואה פנימית",1.0,True,False,9187,2054
זאוברמן יעקב,זאוברמן יעקב,יעקב זאוברמן,נוירוכירורגיה,מומחה בנוירוכירורגיה,1.0,True,False,9193,4246
פרקש אורי,פרקש אורי,אורי פרקש,כירורגיה אורתופדית,"מומחה בכירורגיה של היד, מומחה בכירורגיה אורתופדית",1.0,True,False,9210,2870
לוריא שי,לוריא שי,שי לוריא,כירורגיה אורתופדית,"מומחה בכירורגיה של היד, מומחה בכירורגיה אורתופדית",1.0,True,False,9218,940
סגל ברק,סגל ברק,ברק סגל,כירורגיה אורתופדית,מומחה בכירורגיה אורתופדית,1.0,True,False,9256,1835
שוירמן עודד,שוירמן עודד,עודד שוירמן,רפואת ילדים,"מומחה במחלות זיהומיות, מומחה ברפואת ילדים",1.0,True,False,9302,3482
ליבוביץ אייל,ליבוביץ אייל,אייל ליבוביץ,רפואה פנימית,מומחה ברפואה פנימית,1.0,True,False,9312,4898
גלילי עופר,גלילי עופר,עופר גלילי,כירורגיה כללית,"מומחה בכירורגית כלי-דם, מומחה בכירורגיה כללית",1.0,True,False,9316,5630
ברכה זהר,ברכה זהר,זהר ברכה,מחלות עיניים,מומחה במחלות עיניים,1.0,True,False,9341,842
צבי טל,צבי טל,טל צבי,רפואת ילדים,"מומחה בגנטיקה רפואית, מומחה ברפואת ילדים",1.0,True,True,9344,2978
בן-צבי אילן,בן-צבי אילן,אילן בן-צבי,רפואה פנימית,"מומחה בראומטולוגיה, מומחה ברפואה פנימית",1.0,True,False,9388,2138
גרינברג גבריאל,גרינברג גבריאל,גבריאל גרינברג,רפואה פנימית,"מומחה בקרדיולוגיה, מומחה ברפואה פנימית",1.0,True,False,9393,5170
סגל אביחי,סגל אביחי,אביחי סגל,מחלות עיניים,מומחה במחלות עיניים,1.0,True,False,9399,112
זילכה אמיר,זילכה אמיר,אמיר זילכה,טיפול נמרץ ילדים,"מומחה בטיפול נמרץ ילדים, מומחה ברפואת ילדים",1.0,True,False,9403,1881
כץ רן,כץ רן,רן כץ,כירורגיה אורולוגית,מומחה בכירורגיה אורולוגית,1.0,True,False,9413,1805
להד אבישי,להד אבישי,אבישי להד,רפואת ילדים,"מומחה בגסטרואנטרולוגית ילדים, מומחה ברפואת ילדים",1.0,True,False,9424,3525
ארונוביץ אבי,ארונוביץ אבי,אבי ארונוביץ,רפואה פנימית,"מומחה בקרדיולוגיה, מומחה ברפואה פנימית",1.0,True,False,9451,444
דבאח סלים,דבאח סלים,סלים דבאח,רפואה פנימית,"מומחה בקרדיולוגיה, מומחה ברפואה פנימית",1.0,True,False,9457,1020
יצחיאק אייל,יצחיאק אייל,אייל יצחיאק,נוירוכירורגיה,מומחה בנוירוכירורגיה,1.0,True,False,9462,262
מל ערן,מל ערן,ערן מל,אנדוקרינולוגיה ילדים,"מומחה באנדוקרינולוגית ילדים, מומחה ברפואת ילדים",1.0,True,True,9491,1964
אברהמי יואב,אברהמי יואב,יואב אברהמי,כירורגיה פלסטית ואסתטית,מומחה בכירורגיה פלסטית ואסתטית,1.0,True,False,9519,1190
רובין גיא,רובין גיא,גיא רובין,כירורגיה של היד,"מומחה בכירורגיה של היד, מומחה בכירורגיה אורתופדית",1.0,True,False,9521,2378
פרנקל שחר,פרנקל שחר,שחר פרנקל,מחלות עיניים,מומחה במחלות עיניים,1.0,True,False,9553,2629
ברק יורה,ברק יורה,יורה ברק,מחלות עיניים,מומחה במחלות עיניים,1.0,True,False,9573,5921
מילר אסף,מילר אסף,אסף מילר,רפואה פנימית,"מומחה בטיפול נמרץ כללי, מומחה ברפואה פנימית",1.0,True,False,9585,2970
בלה אורי,בלה אורי,אורי בלה,רפואה דחופה - מסלול ילדים,"מומחה במינהל רפואי, מומחה ברפואה דחופה, מומחה ברפואת ילדים",1.0,True,False,9638,3462
גרוס אורן,גרוס אורן,אורן גרוס,כירורגיה אורתופדית,מומחה בכירורגיה אורתופדית,1.0,True,False,9658,1296
חגין דוד,חגין דוד,דוד חגין,רפואה פנימית,"מומחה באימונולוגיה ואלרגולוגיה, מומחה ברפואה פנימית",1.0,True,False,9670,5808
הדר ערן,הדר ערן,ערן הדר,יילוד וגינקולוגיה,מומחה ביילוד וגינקולוגיה,1.0,True,False,9683,1473
מילט ערן,מילט ערן,ערן מילט,כירורגיה פלסטית ואסתטית,מומחה בכירורגיה פלסטית ואסתטית,1.0,True,False,9685,394
דריאנגל ניב,דריאנגל ניב,ניב דריאנגל,כירורגיה אורתופדית,מומחה בכירורגיה אורתופדית,1.0,True,False,9725,3861
יבלקוביץ דורון,יבלקוביץ דורון,דורון יבלקוביץ,רפואה פנימית,"מומחה בגסטרואנטרולוגיה, מומחה ברפואה פנימית",1.0,True,False,9749,1546
סעדי סעדי,סעדי סעדי,סעדי סעדי,רפואה פנימית,מומחה ברפואה פנימית,1.0,True,False,9758,448
פרידמן גיא,פרידמן גיא,גיא פרידמן,כירורגיה אורתופדית,מומחה בכירורגיה אורתופדית,1.0,True,False,9784,4745
אלבז אורי,אלבז אורי,אורי אלבז,מחלות עיניים,מומחה במחלות עיניים,1.0,True,False,9860,2022
ח'ורי נזאר,ח'ורי נזאר,נזאר ח'ורי,רפואה פנימית,"מומחה בנפרולוגיה, מומחה ברפואה פנימית",1.0,True,False,9881,1054
מרון אלדר שי,מרון אלדר שי,שי אלדר ון,כירורגיה כללית,מומחה בכירורגיה כללית,1.0,True,False,9910,3875
גאנם אשרף,גאנם אשרף,אשרף גאנם,רפואת ילדים,מומחה ברפואת ילדים,1.0,True,False,9940,2414
גאבר מורסי,גאבר מורסי,מורסי גאבר,רפואה פנימית,"מומחה ברפואה דחופה, מומחה ברפואה פנימית",1.0,True,False,10017,4083
נאסר מוחמד,נאסר מוחמד,מוחמד נאסר,כירורגיה אורתופדית,מומחה בכירורגיה אורתופדית,1.0,True,False,10095,4254
דן יעקב,דן יעקב,יעקב דן,מחלות עיניים,מומחה במחלות עיניים,1.0,True,False,10106,5488
מחלין מיכאל,מחלין מיכאל,מיכאל מחלין,מחלות עיניים,מומחה במחלות עיניים,1.0,True,False,10114,3923
רומם איל,רומם איל,איל רומם,רפואה פנימית,"מומחה בטיפול נמרץ כללי, מומחה במחלות ריאה, מומחה ברפואה פנימית",1.0,True,False,10125,1992
סרור סאהר,סרור סאהר,סאהר סרור,רדיולוגיה אבחנתית,מומחה ברדיולוגיה אבחנתית,1.0,True,False,10153,3210
טליב עיצאם,טליב עיצאם,עיצאם טליב,רפואה פנימית,מומחה ברפואה פנימית,1.0,True,False,10169,2812
צפריר ברק,צפריר ברק,ברק צפריר,רפואה פנימית,"מומחה בקרדיולוגיה, מומחה ברפואה פנימית",1.0,True,False,10197,4945
חיימוביץ ליאור ארצי,חיימוביץ ליאור ארצי,ארצי ליאור חיימוביץ,רפואת ילדים,מומחה ברפואת ילדים,1.0,True,False,10199,1516
קפלן זאב,קפלן זאב,זאב קפלן,פסיכיאטריה,מומחה בפסיכיאטריה,1.0,True,False,10209,4
גביש עוז הלל,גביש עוז הלל,הלל עוז גביש,יילוד וגינקולוגיה,מומחה ביילוד וגינקולוגיה,1.0,True,False,10243,5544
גוט גיא,גוט גיא,גיא גוט,מחלות ריאה ילדים,"מומחה במחלות ריאה ילדים, מומחה ברפואת ילדים",1.0,True,False,10246,2762
הלביץ יגאל,הלביץ יגאל,יגאל הלביץ,רפואה פנימית,"מומחה בטיפול נמרץ כללי, מומחה ברפואה פנימית",1.0,True,False,10248,4017
ארבל עודד,ארבל עודד,עודד ארבל,פסיכיאטריה,מומחה בפסיכיאטריה,1.0,True,False,10263,2664
זינרייך זאב,זינרייך זאב,זאב זינרייך,מחלות עיניים,מומחה במחלות עיניים,1.0,True,False,10309,1498
ניב עומר,ניב עומר,עומר ניב,רפואת ילדים,"מתמחה במינהל רפואי, מומחה ברפואה דחופה, מומחה ברפואת ילדים",1.0,True,False,10358,2878
פרג דוד,פרג דוד,דוד פרג,רפואה פנימית,"מומחה בקרדיולוגיה, מומחה ברפואה פנימית",1.0,True,False,10363,5524
ישעיהו יונתן,ישעיהו יונתן,יונתן ישעיהו,רפואת ילדים,"מומחה באנדוקרינולוגית ילדים, מומחה ברפואת ילדים",1.0,True,False,10364,576
קליינמן ניר,קליינמן ניר,ניר קליינמן,כירורגיה אורולוגית,מומחה בכירורגיה אורולוגית,1.0,True,False,10369,318
